iter	Passed	Remaining
1665	174481	139711
1666	174565	139589
1667	174663	139479
1668	174783	139387
1669	174879	139274
1670	174997	139181
1671	175111	139083
1672	175212	138976
1673	175318	138872
1674	175428	138771
1675	175553	138683
1676	175663	138582
1677	175779	138486
1678	175885	138382
1679	176023	138304
1680	176145	138212
1681	176257	138114
1682	176352	138001
1683	176442	137884
1684	176553	137784
1685	176660	137682
1686	176773	137583
1687	176902	137497
1688	177007	137393
1689	177125	137298
1690	177231	137194
1691	177347	137098
1692	177469	137007
1693	177598	136920
1694	177720	136829
1695	177838	136734
1696	177948	136633
1697	178061	136534
1698	178177	136438
1699	178302	136349
1700	178402	136240
1701	178476	136111
1702	178574	136001
1703	178659	135882
1704	178757	135771
1705	178844	135653
1706	178938	135540
1707	179044	135436
1708	179143	135326
1709	179244	135219
1710	179346	135112
1711	179466	135019
1712	179578	134919
1713	179678	134811
1714	179776	134701
1715	179875	134591
1716	179960	134472
1717	180058	134362
1718	180165	134259
1719	180271	134155
1720	180370	134046
1721	180453	133925
1722	180551	133815
1723	180672	133722
1724	180768	133611
1725	180870	133504
1726	180956	133385
1727	181062	133282
1728	181161	133173
1729	181254	133059
1730	181344	132944
1731	181436	132829
1732	181537	132722
1733	181631	132609
1734	181733	132503
1735	181844	132403
1736	182023	132351
1737	182152	132265
1738	182251	132156
1739	182353	132049
1740	182450	131938
1741	182549	131829
1742	182643	131717
1743	182748	131612
1744	182839	131497
1745	182941	131390
1746	183049	131288
1747	183139	131173
1748	183235	131062
1749	183336	130954
1750	183433	130844
1751	183526	130731
1752	183621	130619
1753	183708	130502
1754	183791	130381
1755	183898	130278
1756	183992	130166
1757	184088	130055
1758	184174	129937
1759	184275	129830
1760	184373	129721
1761	184480	129617
1762	184586	129514
1763	184694	129411
1764	184800	129308
1765	184891	129194
1766	184994	129087
1767	185118	128996
1768	185231	128897
1769	185335	128792
1770	185429	128679
1771	185555	128590
1772	185650	128478
1773	185759	128377
1774	185859	128269
1775	185956	128159
1776	186037	128038
1777	186122	127920
1778	186218	127809
1779	186308	127694
1780	186395	127578
1781	186484	127462
1782	186585	127355
1783	186708	127262
1784	186802	127150
1785	186885	127032
1786	186978	126919
1787	187088	126818
1788	187183	126707
1789	187277	126595
1790	187365	126479
1791	187471	126376
1792	187558	126259
1793	187642	126141
1794	187731	126025
1795	187828	125916
1796	187914	125799
1797	188014	125691
1798	188164	125617
1799	188344	125562
1800	188438	125451
1801	188544	125347
1802	188629	125229
1803	188726	125120
1804	188811	125002
1805	188903	124890
1806	188994	124776
1807	189094	124668
1808	189192	124559
1809	189301	124457
1810	189392	124344
1811	189495	124238
1812	189611	124141
1813	189728	124044
1814	189826	123936
1815	189937	123835
1816	190008	123709
1817	190090	123590
1818	190179	123475
1819	190283	123370
1820	190396	123271
1821	190487	123158
1822	190573	123041
1823	190667	122930
1824	190782	122832
1825	190890	122730
1826	190986	122620
1827	191084	122511
1828	191181	122402
1829	191287	122298
1830	191377	122185
1831	191467	122070
1832	191553	121954
1833	191646	121843
1834	191721	121719
1835	191815	121608
1836	191915	121501
1837	192029	121402
1838	192121	121290
1839	192218	121181
1840	192312	121070
1841	192400	120955
1842	192486	120839
1843	192596	120738
1844	192679	120620
1845	192772	120508
1846	192883	120408
1847	192980	120299
1848	193068	120184
1849	193178	120083
1850	193294	119986
1851	193394	119879
1852	193515	119785
1853	193607	119672
1854	193681	119550
1855	193766	119433
1856	193858	119321
1857	193955	119212
1858	194185	119185
1859	194297	119085
1860	194407	118984
1861	194528	118889
1862	194611	118772
1863	194715	118668
1864	194822	118564
1865	194897	118442
1866	195008	118342
1867	195146	118258
1868	195260	118159
1869	195349	118045
1870	195440	117933
1871	195533	117821
1872	195647	117722
1873	195761	117623
1874	195857	117514
1875	195953	117405
1876	196054	117298
1877	196134	117179
1878	196236	117073
1879	196336	116966
1880	196421	116850
1881	196504	116733
1882	196598	116622
1883	196682	116506
1884	196769	116391
1885	196887	116295
1886	196987	116188
1887	197079	116076
1888	197163	115959
1889	197246	115843
1890	197340	115732
1891	197444	115628
1892	197540	115518
1893	197646	115415
1894	197735	115302
1895	197829	115192
1896	197928	115084
1897	198040	114984
1898	198144	114879
1899	198254	114778
1900	198335	114660
1901	198424	114547
1902	198541	114450
1903	198638	114342
1904	198727	114228
1905	198805	114109
1906	198889	113993
1907	198982	113883
1908	199075	113772
1909	199191	113674
1910	199305	113575
1911	199415	113474
1912	199513	113367
1913	199620	113264
1914	199712	113153
1915	199823	113052
1916	199936	112953
1917	200069	112865
1918	200234	112795
1919	200334	112688
1920	200445	112587
1921	200561	112489
1922	200651	112377
1923	200733	112260
1924	200837	112156
1925	200960	112062
1926	201053	111951
1927	201143	111839
1928	201229	111724
1929	201328	111617
1930	201415	111503
1931	201514	111396
1932	201612	111288
1933	201725	111188
1934	201845	111093
1935	201955	110991
1936	202042	110878
1937	202143	110772
1938	202249	110668
1939	202363	110569
1940	202459	110460
1941	202542	110344
1942	202636	110235
1943	202739	110130
1944	202862	110035
1945	202988	109943
1946	203130	109859
1947	203250	109763
1948	203350	109656
1949	203444	109546
1950	203529	109432
1951	203621	109321
1952	203718	109213
1953	203818	109106
1954	203905	108992
1955	204002	108884
1956	204096	108774
1957	204203	108672
1958	204297	108562
1959	204377	108445
1960	204479	108339
1961	204589	108238
1962	204684	108129
1963	204797	108029
1964	204899	107924
1965	204994	107815
1966	205138	107731
1967	205258	107635
1968	205386	107543
1969	205511	107450
1970	205620	107348
1971	205843	107305
1972	205950	107202
1973	206049	107095
1974	206139	106983
1975	206234	106874
1976	206319	106760
1977	206428	106658
1978	206545	106560
1979	206648	106455
1980	206737	106342
1981	206833	106234
1982	206927	106124
1983	207040	106024
1984	207166	105931
1985	207270	105826
1986	207374	105722
1987	207480	105618
1988	207564	105504
1989	207649	105390
1990	207743	105280
1991	207844	105174
1992	207933	105062
1993	208045	104961
1994	208135	104850
1995	208240	104746
1996	208325	104632
1997	208429	104527
1998	208529	104421
1999	208618	104309
2000	208702	104194
2001	208792	104083
2002	208893	103977
2003	209005	103877
2004	209096	103765
2005	209192	103657
2006	209291	103550
2007	209390	103443
2008	209504	103344
2009	209615	103243
2010	209705	103132
2011	209799	103022
2012	209889	102911
2013	210022	102821
2014	210169	102737
2015	210284	102638
2016	210383	102531
2017	210478	102423
2018	210592	102323
2019	210699	102220
2020	210804	102116
2021	210902	102009
2022	211010	101906
2023	211152	101820
2024	211264	101719
2025	211379	101620
2026	211516	101532
2027	211663	101448
2028	211765	101342
2029	211857	101232
2030	211960	101127
2031	212065	101023
2032	212166	100917
2033	212250	100803
2034	212324	100684
2035	212419	100576
2036	212511	100465
2037	212610	100358
2038	212689	100242
2039	212781	100132
2040	212881	100026
2041	212983	99920
2042	213069	99807
2043	213171	99702
2044	213259	99590
2045	213353	99481
2046	213448	99372
2047	213550	99267
2048	213642	99157
2049	213737	99049
2050	213825	98937
2051	213920	98828
2052	214013	98719
2053	214116	98614
2054	214228	98513
2055	214305	98397
2056	214399	98288
2057	214493	98179
2058	214595	98074
2059	214696	97968
2060	214799	97863
2061	214894	97754
2062	214981	97643
2063	215071	97532
2064	215202	97440
2065	215312	97338
2066	215401	97227
2067	215482	97112
2068	215597	97013
2069	215723	96919
2070	215814	96809
2071	215914	96702
2072	216006	96593
2073	216104	96486
2074	216220	96387
2075	216303	96273
2076	216399	96165
2077	216509	96064
2078	216596	95952
2079	216713	95853
2080	216820	95751
2081	216913	95642
2082	217011	95535
2083	217113	95429
2084	217210	95322
2085	217306	95214
2086	217404	95108
2087	217594	95041
2088	217687	94931
2089	217802	94832
2090	217899	94725
2091	218012	94624
2092	218102	94514
2093	218207	94410
2094	218283	94294
2095	218386	94189
2096	218477	94079
2097	218551	93962
2098	218667	93863
2099	218767	93757
2100	218865	93650
2101	218960	93542
2102	219056	93434
2103	219160	93330
2104	219260	93224
2105	219354	93116
2106	219450	93008
2107	219560	92907
2108	219656	92799
2109	219749	92690
2110	219847	92583
2111	219940	92474
2112	220027	92363
2113	220142	92264
2114	220253	92162
2115	220344	92053
2116	220440	91945
2117	220551	91844
2118	220659	91741
2119	220774	91642
2120	220873	91535
2121	220967	91427
2122	221065	91320
2123	221164	91214
2124	221272	91112
2125	221364	91003
2126	221460	90895
2127	221563	90791
2128	221664	90685
2129	221759	90577
2130	221853	90469
2131	221956	90365
2132	222043	90254
2133	222140	90147
2134	222225	90035
2135	222326	89929
2136	222415	89819
2137	222509	89711
2138	222592	89598
2139	222691	89493
2140	222786	89385
2141	222892	89281
2142	223000	89179
2143	223169	89101
2144	223294	89005
2145	223400	88902
2146	223485	88790
2147	223580	88682
2148	223674	88574
2149	223782	88472
2150	223885	88367
2151	223976	88258
2152	224063	88147
2153	224158	88040
2154	224261	87935
2155	224361	87829
2156	224468	87726
2157	224562	87619
2158	224654	87510
2159	224760	87407
2160	224854	87298
2161	224960	87195
2162	225063	87091
2163	225187	86994
2164	225288	86889
2165	225386	86783
2166	225494	86680
2167	225589	86573
2168	225672	86460
2169	225766	86353
2170	225848	86240
2171	225958	86138
2172	226051	86030
2173	226141	85921
2174	226234	85813
2175	226332	85706
2176	226426	85599
2177	226534	85496
2178	226634	85391
2179	226732	85284
2180	226822	85175
2181	226912	85066
2182	226998	84955
2183	227098	84849
2184	227194	84743
2185	227290	84636
2186	227364	84520
2187	227459	84413
2188	227547	84303
2189	227646	84197
2190	227754	84095
2191	227869	83995
2192	227979	83893
2193	228109	83799
2194	228251	83709
2195	228399	83621
2196	228571	83542
2197	228725	83456
2198	228954	83398
2199	229069	83298
2200	229244	83219
2201	229430	83145
2202	229557	83049
2203	229701	82959
2204	229835	82865
2205	229972	82773
2206	230092	82674
2207	230209	82575
2208	230325	82475
2209	230436	82373
2210	230538	82268
2211	230631	82159
2212	230746	82059
2213	230840	81951
2214	230947	81848
2215	231063	81748
2216	231192	81652
2217	231297	81548
2218	231400	81443
2219	231496	81336
2220	231580	81225
2221	231669	81115
2222	231777	81012
2223	231884	80909
2224	231978	80801
2225	232076	80694
2226	232163	80584
2227	232248	80473
2228	232332	80362
2229	232443	80260
2230	232542	80154
2231	232648	80051
2232	232753	79947
2233	232889	79853
2234	233031	79762
2235	233179	79673
2236	233313	79579
2237	233426	79477
2238	233528	79372
2239	233630	79267
2240	233729	79161
2241	233825	79054
2242	233956	78958
2243	234067	78856
2244	234193	78759
2245	234315	78661
2246	234456	78569
2247	234594	78476
2248	234769	78395
2249	234878	78292
2250	234987	78189
2251	235106	78090
2252	235273	78006
2253	235372	77900
2254	235483	77798
2255	235608	77700
2256	235713	77596
2257	235825	77494
2258	235942	77394
2259	236052	77291
2260	236184	77195
2261	236296	77094
2262	236417	76995
2263	236522	76890
2264	236649	76793
2265	236768	76693
2266	236905	76599
2267	237020	76498
2268	237161	76405
2269	237331	76322
2270	237541	76251
2271	237721	76171
2272	237892	76088
2273	238034	75995
2274	238195	75908
2275	238336	75815
2276	238486	75725
2277	238606	75625
2278	238726	75525
2279	238888	75438
2280	239001	75336
2281	239141	75242
2282	239261	75142
2283	239387	75044
2284	239505	74943
2285	239624	74843
2286	239731	74739
2287	239852	74639
2288	239979	74541
2289	240101	74442
2290	240224	74342
2291	240342	74241
2292	240465	74142
2293	240596	74045
2294	240726	73948
2295	240959	73882
2296	241090	73785
2297	241195	73681
2298	241318	73581
2299	241441	73482
2300	241576	73386
2301	241693	73284
2302	241816	73185
2303	241940	73086
2304	242059	72985
2305	242183	72885
2306	242294	72782
2307	242430	72687
2308	242541	72583
2309	242725	72502
2310	242915	72422
2311	243090	72338
2312	243234	72244
2313	243369	72148
2314	243495	72049
2315	243620	71950
2316	243742	71849
2317	243868	71750
2318	243984	71648
2319	244107	71548
2320	244236	71450
2321	244403	71363
2322	244569	71275
2323	244710	71180
2324	244843	71083
2325	244998	70992
2326	245121	70892
2327	245217	70784
2328	245357	70689
2329	245499	70594
2330	245613	70491
2331	245714	70384
2332	245814	70278
2333	245928	70174
2334	246054	70075
2335	246268	70000
2336	246555	69947
2337	246907	69911
2338	247165	69848
2339	247299	69751
2340	247412	69647
2341	247549	69550
2342	247660	69446
2343	247786	69346
2344	247927	69250
2345	248036	69145
2346	248139	69039
2347	248255	68936
2348	248363	68831
2349	248469	68725
2350	248598	68626
2351	248714	68523
2352	248838	68422
2353	248956	68320
2354	249075	68218
2355	249191	68115
2356	249318	68015
2357	249433	67911
2358	249558	67811
2359	249682	67710
2360	249785	67603
2361	249899	67500
2362	250019	67398
2363	250131	67294
2364	250267	67196
2365	250417	67102
2366	250532	66999
2367	250628	66890
2368	250739	66786
2369	250865	66685
2370	250973	66580
2371	251106	66481
2372	251226	66379
2373	251350	66278
2374	251474	66177
2375	251583	66072
2376	251691	65967
2377	251790	65859
2378	251942	65765
2379	252062	65663
2380	252162	65555
2381	252272	65450
2382	252369	65342
2383	252486	65239
2384	252619	65140
2385	252731	65036
2386	252958	64961
2387	253068	64856
2388	253203	64758
2389	253334	64658
2390	253453	64555
2391	253560	64450
2392	253672	64345
2393	253791	64243
2394	253900	64137
2395	254024	64036
2396	254152	63935
2397	254274	63833
2398	254417	63737
2399	254524	63631
2400	254637	63526
2401	254772	63427
2402	254882	63322
2403	254987	63216
2404	255100	63112
2405	255216	63008
2406	255357	62911
2407	255489	62811
2408	255612	62709
2409	255715	62602
2410	255834	62499
2411	255943	62394
2412	256063	62291
2413	256169	62185
2414	256305	62086
2415	256425	61983
2416	256551	61882
2417	256695	61785
2418	256810	61681
2419	256926	61577
2420	257048	61474
2421	257166	61371
2422	257296	61271
2423	257398	61163
2424	257508	61058
2425	257614	60952
2426	257723	60846
2427	257846	60744
2428	257967	60641
2429	258086	60538
2430	258206	60435
2431	258339	60335
2432	258469	60235
2433	258572	60128
2434	258701	60027
2435	258924	59947
2436	259054	59847
2437	259175	59744
2438	259287	59639
2439	259400	59534
2440	259507	59428
2441	259599	59318
2442	259707	59212
2443	259834	59111
2444	259942	59005
2445	260061	58901
2446	260187	58800
2447	260304	58696
2448	260418	58591
2449	260555	58492
2450	260663	58386
2451	260769	58279
2452	260873	58172
2453	260981	58066
2454	261089	57960
2455	261201	57855
2456	261305	57748
2457	261443	57649
2458	261551	57543
2459	261662	57438
2460	261795	57337
2461	261934	57238
2462	262077	57139
2463	262214	57040
2464	262346	56939
2465	262458	56834
2466	262566	56728
2467	262710	56629
2468	262833	56526
2469	262962	56425
2470	263079	56321
2471	263199	56217
2472	263340	56118
2473	263466	56015
2474	263613	55918
2475	263753	55818
2476	263900	55720
2477	264044	55621
2478	264178	55521
2479	264353	55429
2480	264479	55326
2481	264608	55224
2482	264850	55146
2483	265024	55053
2484	265211	54963
2485	265383	54870
2486	265580	54781
2487	265747	54687
2488	265838	54577
2489	265950	54471
2490	266081	54369
2491	266236	54272
2492	266355	54168
2493	266521	54073
2494	266654	53972
2495	266764	53865
2496	266868	53758
2497	266976	53651
2498	267075	53543
2499	267176	53435
2500	267267	53325
2501	267359	53215
2502	267477	53110
2503	267596	53006
2504	267707	52900
2505	267815	52793
2506	267914	52685
2507	268025	52579
2508	268123	52470
2509	268242	52366
2510	268395	52268
2511	268543	52169
2512	268674	52067
2513	268799	51963
2514	268913	51858
2515	269016	51750
2516	269122	51643
2517	269225	51535
2518	269334	51429
2519	269425	51319
2520	269517	51209
2521	269605	51098
2522	269690	50987
2523	269776	50877
2524	269862	50766
2525	269959	50657
2526	270051	50547
2527	270156	50440
2528	270251	50331
2529	270342	50221
2530	270441	50113
2531	270534	50003
2532	270622	49893
2533	270724	49785
2534	270823	49677
2535	270905	49566
2536	270991	49455
2537	271197	49367
2538	271307	49260
2539	271428	49156
2540	271526	49047
2541	271604	48935
2542	271701	48827
2543	271784	48716
2544	271868	48605
2545	271962	48496
2546	272062	48387
2547	272144	48276
2548	272227	48165
2549	272307	48054
2550	272401	47945
2551	272511	47838
2552	272612	47731
2553	272715	47623
2554	272805	47514
2555	272907	47406
2556	273007	47298
2557	273108	47190
2558	273238	47087
2559	273329	46978
2560	273427	46870
2561	273516	46760
2562	273606	46650
2563	273704	46542
2564	273802	46434
2565	273884	46323
2566	273976	46214
2567	274052	46102
2568	274148	45993
2569	274242	45884
2570	274334	45775
2571	274426	45666
2572	274507	45555
2573	274591	45445
2574	274682	45335
2575	274782	45228
2576	274876	45119
2577	274975	45011
2578	275053	44900
2579	275138	44789
2580	275229	44680
2581	275327	44572
2582	275426	44464
2583	275543	44359
2584	275631	44250
2585	275721	44141
2586	275818	44032
2587	275912	43924
2588	275994	43813
2589	276075	43703
2590	276170	43594
2591	276266	43486
2592	276353	43376
2593	276453	43269
2594	276555	43161
2595	276650	43053
2596	276787	42951
2597	276945	42852
2598	277038	42744
2599	277132	42635
2600	277227	42527
2601	277321	42418
2602	277411	42309
2603	277505	42201
2604	277598	42092
2605	277706	41986
2606	277815	41880
2607	277920	41773
2608	278009	41664
2609	278092	41554
2610	278186	41445
2611	278276	41336
2612	278376	41229
2613	278473	41121
2614	278563	41012
2615	278659	40904
2616	278760	40796
2617	278858	40689
2618	278957	40581
2619	279038	40471
2620	279141	40364
2621	279231	40255
2622	279321	40146
2623	279411	40037
2624	279498	39928
2625	279582	39818
2626	279670	39709
2627	279760	39600
2628	279852	39492
2629	279947	39384
2630	280035	39275
2631	280142	39168
2632	280237	39060
2633	280334	38953
2634	280433	38845
2635	280532	38738
2636	280633	38631
2637	280732	38523
2638	280817	38414
2639	280902	38304
2640	280983	38194
2641	281077	38086
2642	281161	37977
2643	281258	37869
2644	281358	37762
2645	281457	37655
2646	281559	37548
2647	281664	37441
2648	281755	37333
2649	281845	37224
2650	281935	37116
2651	282014	37006
2652	282102	36897
2653	282202	36790
2654	282296	36682
2655	282383	36573
2656	282468	36464
2657	282562	36356
2658	282647	36247
2659	282867	36155
2660	282979	36050
2661	283081	35943
2662	283181	35836
2663	283262	35726
2664	283350	35618
2665	283455	35511
2666	283543	35403
2667	283644	35296
2668	283744	35189
2669	283832	35080
2670	283928	34972
2671	284024	34865
2672	284115	34757
2673	284214	34649
2674	284311	34542
2675	284405	34434
2676	284483	34325
2677	284581	34217
2678	284679	34110
2679	284770	34002
2680	284861	33894
2681	284954	33786
2682	285046	33678
2683	285145	33571
2684	285239	33463
2685	285322	33354
2686	285417	33247
2687	285508	33139
2688	285615	33033
2689	285711	32925
2690	285804	32818
2691	285897	32710
2692	285982	32601
2693	286059	32492
2694	286151	32384
2695	286249	32277
2696	286337	32169
2697	286421	32060
2698	286519	31953
2699	286601	31844
2700	286705	31738
2701	286795	31630
2702	286889	31522
2703	286979	31414
2704	287058	31305
2705	287148	31198
2706	287243	31090
2707	287337	30983
2708	287428	30875
2709	287513	30767
2710	287602	30659
2711	287696	30551
2712	287796	30445
2713	287892	30337
2714	287974	30229
2715	288092	30124
2716	288202	30018
2717	288285	29910
2718	288374	29802
2719	288473	29695
2720	288558	29587
2721	288761	29491
2722	288904	29389
2723	289008	29282
2724	289101	29175
2725	289201	29068
2726	289293	28961
2727	289377	28852
2728	289475	28745
2729	289566	28638
2730	289655	28530
2731	289755	28424
2732	289852	28317
2733	289949	28210
2734	290030	28101
2735	290118	27993
2736	290205	27885
2737	290304	27779
2738	290399	27672
2739	290515	27567
2740	290614	27460
2741	290706	27353
2742	290792	27245
2743	290882	27137
2744	290963	27029
2745	291050	26921
2746	291131	26813
2747	291224	26706
2748	291316	26598
2749	291438	26494
2750	291594	26392
2751	291695	26286
2752	291789	26179
2753	291878	26071
2754	291956	25963
2755	292046	25856
2756	292137	25748
2757	292227	25641
2758	292309	25533
2759	292403	25426
2760	292496	25319
2761	292609	25213
2762	292707	25107
2763	292800	25000
2764	292892	24893
2765	292969	24784
2766	293065	24678
2767	293170	24572
2768	293271	24465
2769	293357	24358
2770	293444	24250
2771	293532	24143
2772	293628	24036
2773	293731	23930
2774	293849	23825
2775	293952	23719
2776	294068	23614
2777	294167	23508
2778	294271	23401
2779	294451	23301
2780	294554	23195
2781	294654	23089
2782	294741	22981
2783	294834	22875
2784	294919	22767
2785	295033	22662
2786	295129	22555
2787	295215	22448
2788	295308	22341
2789	295399	22234
2790	295488	22127
2791	295621	22023
2792	295711	21916
2793	295795	21808
2794	295883	21701
2795	295963	21593
2796	296058	21487
2797	296161	21381
2798	296248	21274
2799	296344	21167
2800	296427	21059
2801	296513	20952
2802	296601	20845
2803	296695	20739
2804	296803	20633
2805	296905	20527
2806	297012	20421
2807	297141	20317
2808	297250	20211
2809	297355	20105
2810	297457	19999
2811	297539	19892
2812	297648	19786
2813	297736	19679
2814	297824	19572
2815	297909	19465
2816	298001	19359
2817	298083	19251
2818	298178	19145
2819	298262	19038
2820	298367	18932
2821	298486	18827
2822	298601	18722
2823	298721	18617
2824	298831	18511
2825	298940	18406
2826	299037	18299
2827	299161	18195
2828	299262	18089
2829	299344	17981
2830	299430	17874
2831	299514	17767
2832	299610	17661
2833	299705	17555
2834	299793	17448
2835	299884	17341
2836	299956	17234
2837	300047	17127
2838	300144	17021
2839	300246	16915
2840	300352	16809
2841	300564	16709
2842	300658	16603
2843	300750	16496
2844	300835	16390
2845	300924	16283
2846	301019	16177
2847	301115	16070
2848	301207	15964
2849	301302	15858
2850	301418	15752
2851	301509	15646
2852	301614	15540
2853	301701	15433
2854	301786	15327
2855	301887	15221
2856	301973	15114
2857	302089	15009
2858	302180	14902
2859	302270	14796
2860	302352	14689
2861	302439	14583
2862	302534	14476
2863	302634	14370
2864	302720	14264
2865	302824	14158
2866	302902	14051
2867	302998	13945
2868	303080	13838
2869	303178	13732
2870	303248	13625
2871	303348	13519
2872	303451	13413
2873	303556	13308
2874	303648	13202
2875	303764	13096
2876	303850	12990
2877	303940	12884
2878	304030	12777
2879	304130	12672
2880	304214	12565
2881	304306	12459
2882	304391	12353
2883	304486	12247
2884	304577	12140
2885	304673	12034
2886	304760	11928
2887	304860	11822
2888	304956	11716
2889	305041	11610
2890	305120	11504
2891	305223	11398
2892	305322	11292
2893	305425	11186
2894	305510	11080
2895	305618	10975
2896	305713	10869
2897	305808	10763
2898	305893	10657
2899	305984	10551
2900	306071	10445
2901	306166	10339
2902	306256	10233
2903	306343	10127
2904	306587	10026
2905	306695	9920
2906	306787	9814
2907	306863	9708
2908	306953	9602
2909	307043	9496
2910	307133	9390
2911	307229	9284
2912	307324	9178
2913	307417	9072
2914	307509	8966
2915	307617	8861
2916	307716	8755
2917	307813	8650
2918	307909	8544
2919	308010	8438
2920	308108	8332
2921	308194	8226
2922	308275	8120
2923	308371	8015
2924	308463	7909
2925	308556	7803
2926	308673	7698
2927	308774	7592
2928	308876	7487
2929	308977	7381
2930	309070	7275
2931	309158	7170
2932	309244	7064
2933	309332	6958
2934	309424	6852
2935	309527	6747
2936	309624	6641
2937	309712	6535
2938	309811	6430
2939	309906	6324
2940	309998	6218
2941	310103	6113
2942	310188	6007
2943	310285	5902
2944	310372	5796
2945	310456	5690
2946	310553	5585
2947	310658	5479
2948	310733	5373
2949	310814	5268
2950	310892	5162
2951	310981	5056
2952	311082	4951
2953	311184	4845
2954	311277	4740
2955	311385	4634
2956	311478	4529
2957	311579	4424
2958	311673	4318
2959	311760	4212
2960	311838	4107
2961	311922	4001
2962	312091	3897
2963	312211	3792
2964	312302	3686
2965	312405	3581
2966	312516	3475
2967	312611	3370
2968	312704	3265
2969	312797	3159
2970	312885	3054
2971	312984	2948
2972	313075	2843
2973	313171	2737
2974	313256	2632
2975	313355	2527
2976	313450	2421
2977	313556	2316
2978	313655	2211
2979	313755	2105
2980	313869	2000
2981	313966	1895
2982	314070	1789
2983	314165	1684
2984	314259	1579
2985	314346	1473
2986	314417	1368
2987	314501	1263
2988	314601	1157
2989	314722	1052
2990	314814	947
2991	314898	841
2992	314996	736
2993	315095	631
2994	315182	526
2995	315282	420
2996	315377	315
2997	315464	210
2998	315554	105
2999	315653	0
