iter	Passed	Remaining
201	20932	289945
202	21067	290271
203	21179	290284
204	21305	290483
205	21428	290639
206	21534	290563
207	21637	290437
208	21735	290259
209	21835	290097
210	21927	289841
211	22016	289531
212	22131	289585
213	22258	289777
214	22481	291208
215	22591	291184
216	22701	291148
217	22811	291113
218	22914	290988
219	23015	290833
220	23109	290591
221	23192	290217
222	23299	290143
223	23389	289860
224	23480	289590
225	23563	289228
226	23672	289185
227	23767	288966
228	23861	288739
229	23962	288594
230	24073	288569
231	24161	288275
232	24254	288032
233	24362	287980
234	24463	287841
235	24569	287760
236	24694	287891
237	24805	287869
238	24943	288156
239	25056	288147
240	25187	288354
241	25312	288482
242	25451	288768
243	25576	288883
244	25719	289210
245	25817	289034
246	25915	288850
247	26023	288771
248	26126	288647
249	26234	288582
250	26333	288408
251	26442	288353
252	26558	288363
253	26664	288268
254	26772	288197
255	26882	288151
256	26976	287919
257	27069	287691
258	27179	287642
259	27270	287386
260	27354	287064
261	27464	287018
262	27618	287421
263	27773	287834
264	27930	288265
265	28029	288094
266	28127	287908
267	28210	287575
268	28388	288208
269	28535	288528
270	28650	288514
271	28757	288418
272	28850	288189
273	28960	288123
274	29058	287946
275	29147	287671
276	29250	287538
277	29343	287310
278	29455	287268
279	29572	287277
280	29683	287226
281	29775	286986
282	29910	287163
283	30077	287642
284	30205	287747
285	30307	287601
286	30415	287519
287	30528	287474
288	30623	287264
289	30715	287027
290	30814	286862
291	30921	286760
292	31017	286564
293	31102	286268
294	31202	286111
295	31302	285952
296	31398	285761
297	31503	285648
298	31648	285890
299	31754	285788
300	31860	285688
301	31948	285423
302	32043	285215
303	32147	285093
304	32256	285018
305	32359	284889
306	32472	284844
307	32585	284809
308	32683	284632
309	32781	284461
310	32875	284254
311	32984	284175
312	33098	284142
313	33189	283909
314	33290	283762
315	33380	283519
316	33476	283336
317	33613	283496
318	33722	283420
319	33820	283250
320	33920	283096
321	34039	283098
322	34277	284092
323	34404	284156
324	34527	284185
325	34636	284105
326	34733	283919
327	34824	283691
328	34912	283440
329	35001	283191
330	35096	283001
331	35183	282741
332	35284	282591
333	35383	282430
334	35477	282234
335	35584	282132
336	35694	282057
337	35807	282011
338	35912	281894
339	35997	281625
340	36079	281332
341	36178	281175
342	36280	281042
343	36382	280906
344	36489	280807
345	36601	280750
346	36687	280498
347	36777	280269
348	36876	280112
349	36964	279876
350	37070	279767
351	37146	279444
352	37241	279259
353	37332	279043
354	37442	278970
355	37547	278866
356	37654	278772
357	37766	278711
358	37880	278667
359	37980	278520
360	38093	278473
361	38183	278251
362	38267	277994
363	38353	277745
364	38447	277561
365	38551	277444
366	38679	277500
367	38784	277391
368	38883	277241
369	38980	277075
370	39081	276938
371	39167	276696
372	39261	276517
373	39346	276269
374	39466	276267
375	39576	276191
376	39679	276074
377	39874	276592
378	40006	276665
379	40105	276517
380	40200	276339
381	40298	276180
382	40404	276077
383	40496	275881
384	40614	275859
385	40728	275814
386	40826	275658
387	40925	275511
388	41023	275355
389	41098	275040
390	41217	275028
391	41314	274866
392	41409	274692
393	41494	274451
394	41621	274489
395	41746	274512
396	41850	274403
397	41950	274258
398	42043	274074
399	42149	273969
400	42261	273908
401	42371	273834
402	42478	273741
403	42581	273614
404	42682	273482
405	42804	273482
406	42900	273316
407	42994	273144
408	43073	272871
409	43162	272659
410	43244	272411
411	43325	272151
412	43411	271928
413	43496	271693
414	43615	271678
415	43730	271631
416	43830	271496
417	43920	271296
418	44023	271178
419	44122	271039
420	44220	270888
421	44308	270679
422	44409	270552
423	44499	270354
424	44611	270294
425	44725	270240
426	44839	270189
427	44933	270019
428	45033	269887
429	45138	269782
430	45222	269550
431	45319	269397
432	45437	269374
433	45546	269292
434	45769	269884
435	45887	269852
436	46003	269812
437	46095	269627
438	46200	269520
439	46289	269319
440	46382	269145
441	46486	269031
442	46591	268928
443	46688	268773
444	46797	268689
445	46883	268478
446	46973	268282
447	47072	268143
448	47158	267934
449	47272	267879
450	47376	267765
451	47472	267612
452	47555	267382
453	47652	267234
454	47765	267172
455	47863	267026
456	47965	266904
457	48052	266703
458	48150	266561
459	48237	266353
460	48333	266203
461	48434	266072
462	48535	265951
463	48642	265855
464	48744	265734
465	48838	265571
466	48950	265508
467	49055	265400
468	49233	265691
469	49358	265696
470	49448	265509
471	49545	265361
472	49659	265305
473	49776	265264
474	49898	265248
475	50004	265149
476	50138	265200
477	50255	265154
478	50367	265085
479	50464	264937
480	50570	264836
481	50738	265059
482	50978	265657
483	51142	265854
484	51276	265895
485	51401	265893
486	51684	266699
487	51814	266715
488	51924	266631
489	52023	266485
490	52141	266443
491	52292	266566
492	52432	266629
493	52535	266504
494	52645	266419
495	52775	266433
496	52890	266366
497	52997	266262
498	53086	266068
499	53181	265908
500	53295	265841
501	53508	266265
502	53803	267094
503	54008	267471
504	54121	267390
505	54227	267281
506	54335	267175
507	54466	267186
508	54569	267057
509	54682	266979
510	54800	266924
511	54928	266918
512	55022	266744
513	55135	266664
514	55243	266562
515	55337	266392
516	55464	266380
517	55561	266224
518	55675	266148
519	55784	266049
520	55914	266050
521	56023	265952
522	56144	265909
523	56238	265735
524	56335	265581
525	56428	265406
526	56527	265260
527	56618	265076
528	56800	265318
529	56925	265293
530	57033	265187
531	57133	265047
532	57241	264945
533	57365	264910
534	57491	264889
535	57589	264740
536	57682	264564
537	57791	264467
538	57914	264430
539	58049	264449
540	58214	264600
541	58343	264592
542	58474	264589
543	58621	264657
544	58764	264710
545	58960	264997
546	59086	264973
547	59197	264878
548	59290	264700
549	59380	264512
550	59469	264320
551	59565	264158
552	59677	264071
553	59786	263966
554	59881	263803
555	60014	263806
556	60123	263703
557	60219	263542
558	60320	263402
559	60412	263227
560	60511	263078
561	60603	262901
562	60702	262757
563	60801	262610
564	60907	262496
565	61036	262479
566	61138	262344
567	61235	262189
568	61341	262077
569	61450	261972
570	61554	261850
571	61648	261681
572	61746	261533
573	61841	261372
574	61949	261264
575	62050	261130
576	62159	261024
577	62248	260842
578	62348	260700
579	62447	260556
580	62548	260422
581	62654	260308
582	62832	260489
583	62959	260461
584	63055	260305
585	63145	260123
586	63246	259988
587	63355	259886
588	63463	259781
589	63560	259628
590	63660	259488
591	63768	259383
592	63893	259344
593	63992	259201
594	64089	259052
595	64178	258868
596	64261	258660
597	64366	258543
598	64499	258536
599	64590	258361
600	64691	258228
601	64800	258125
602	64892	257957
603	64990	257810
604	65112	257760
605	65218	257646
606	65315	257495
607	65401	257303
608	65497	257150
609	65608	257055
610	65713	256937
611	65803	256762
612	65909	256647
613	66015	256537
614	66150	256535
615	66267	256463
616	66365	256319
617	66453	256134
618	66556	256009
619	66642	255819
620	66740	255678
621	66843	255553
622	66941	255409
623	67049	255302
624	67156	255194
625	67236	254984
626	67329	254819
627	67426	254672
628	67518	254510
629	67622	254389
630	67736	254307
631	67835	254169
632	67924	253993
633	68027	253868
634	68139	253779
635	68233	253623
636	68335	253494
637	68432	253351
638	68654	253666
639	68767	253579
640	68867	253446
641	68966	253307
642	69094	253273
643	69190	253124
644	69279	252948
645	69365	252766
646	69457	252601
647	69560	252480
648	69661	252348
649	69769	252243
650	69885	252168
651	69972	251986
652	70092	251925
653	70196	251806
654	70306	251709
655	70406	251573
656	70494	251398
657	70578	251206
658	70685	251100
659	70788	250978
660	70892	250858
661	70975	250664
662	71088	250577
663	71201	250491
664	71316	250411
665	71422	250300
666	71541	250234
667	71637	250088
668	71733	249941
669	71820	249762
670	71920	249632
671	72023	249509
672	72139	249431
673	72252	249347
674	72341	249177
675	72436	249028
676	72537	248900
677	72650	248811
678	72762	248722
679	72863	248592
680	72958	248444
681	73053	248296
682	73156	248175
683	73248	248015
684	73367	247951
685	73471	247832
686	73576	247717
687	73677	247591
688	73789	247501
689	73891	247375
690	73993	247253
691	74109	247173
692	74223	247088
693	74436	247334
694	74567	247308
695	74687	247240
696	74801	247155
697	74903	247031
698	75000	246890
699	75120	246825
700	75224	246707
701	75333	246603
702	75434	246476
703	75529	246329
704	75627	246190
705	75709	246003
706	75800	245841
707	75882	245653
708	75989	245546
709	76096	245438
710	76206	245340
711	76306	245209
712	76422	245130
713	76538	245053
714	76643	244936
715	76753	244838
716	76851	244703
717	76945	244554
718	77047	244430
719	77160	244342
720	77267	244233
721	77363	244091
722	77472	243990
723	77574	243865
724	77665	243709
725	77768	243589
726	77868	243458
727	77939	243239
728	78030	243081
729	78132	242961
730	78230	242823
731	78324	242676
732	78441	242600
733	78530	242439
734	78637	242332
735	78732	242188
736	78829	242049
737	78921	241897
738	79036	241816
739	79139	241696
740	79238	241565
741	79330	241413
742	79443	241325
743	79551	241219
744	79666	241137
745	79767	241013
746	79854	240845
747	79941	240679
748	80045	240565
749	80225	240677
750	80323	240543
751	80418	240398
752	80518	240272
753	80633	240188
754	80724	240035
755	80827	239916
756	80924	239781
757	81030	239671
758	81144	239584
759	81256	239494
760	81354	239358
761	81437	239183
762	81561	239126
763	81699	239110
764	81809	239013
765	81919	238913
766	82026	238805
767	82150	238751
768	82277	238701
769	82371	238556
770	82470	238426
771	82588	238352
772	82706	238275
773	82800	238130
774	82896	237993
775	82981	237821
776	83075	237677
777	83182	237572
778	83297	237488
779	83406	237386
780	83503	237251
781	83617	237164
782	83721	237050
783	83820	236921
784	83919	236792
785	84013	236649
786	84114	236525
787	84217	236408
788	84315	236276
789	84428	236184
790	84544	236105
791	84668	236045
792	84770	235924
793	84884	235836
794	84976	235688
795	85085	235589
796	85199	235500
797	85289	235348
798	85384	235208
799	85470	235044
800	85577	234937
801	85699	234870
802	85805	234763
803	85921	234681
804	86119	234823
805	86233	234733
806	86338	234621
807	86423	234454
808	86525	234334
809	86616	234185
810	86714	234054
811	86817	233937
812	86926	233834
813	87020	233693
814	87114	233553
815	87212	233422
816	87333	233352
817	87449	233269
818	87548	233140
819	87636	232985
820	87750	232897
821	87840	232745
822	87930	232593
823	88021	232445
824	88129	232341
825	88232	232223
826	88339	232117
827	88440	231995
828	88540	231870
829	88656	231789
830	88767	231693
831	88855	231535
832	88955	231411
833	89049	231271
834	89137	231117
835	89232	230979
836	89332	230855
837	89431	230728
838	89518	230572
839	89623	230460
840	89730	230353
841	89846	230272
842	89954	230167
843	90056	230050
844	90149	229907
845	90261	229813
846	90366	229703
847	90472	229594
848	90573	229475
849	90685	229379
850	90792	229274
851	90879	229118
852	90982	229003
853	91078	228870
854	91163	228708
855	91258	228572
856	91394	228539
857	91489	228404
858	91670	228482
859	91794	228418
860	91904	228321
861	91998	228181
862	92103	228071
863	92200	227940
864	92315	227853
865	92426	227758
866	92510	227595
867	92604	227456
868	92692	227305
869	92779	227148
870	92869	227001
871	92965	226870
872	93066	226750
873	93154	226597
874	93254	226474
875	93366	226381
876	93469	226267
877	93571	226147
878	93670	226023
879	93781	225929
880	93878	225799
881	93971	225658
882	94067	225528
883	94152	225370
884	94260	225266
885	94376	225183
886	94486	225085
887	94625	225055
888	94746	224983
889	94863	224900
890	94955	224760
891	95059	224647
892	95155	224516
893	95259	224403
894	95373	224313
895	95471	224188
896	95564	224049
897	95658	223914
898	95772	223824
899	95868	223694
900	95976	223591
901	96074	223464
902	96177	223348
903	96299	223277
904	96400	223160
905	96493	223022
906	96606	222930
907	96699	222791
908	96784	222635
909	96862	222465
910	96956	222330
911	97056	222207
912	97175	222130
913	97288	222038
914	97523	222225
915	97652	222170
916	97759	222063
917	97860	221944
918	97969	221844
919	98054	221687
920	98150	221557
921	98320	221593
922	98482	221612
923	98588	221503
924	98700	221408
925	98799	221285
926	98910	221187
927	99006	221058
928	99093	220907
929	99218	220840
930	99311	220704
931	99425	220613
932	99518	220475
933	99635	220393
934	99751	220306
935	99858	220200
936	99996	220162
937	100100	220049
938	100221	219974
939	100331	219876
940	100445	219785
941	100566	219709
942	100672	219601
943	100777	219489
944	100890	219396
945	100989	219272
946	101084	219141
947	101181	219013
948	101304	218942
949	101398	218807
950	101501	218691
951	101613	218598
952	101698	218442
953	101778	218278
954	101867	218135
955	101972	218024
956	102063	217884
957	102149	217734
958	102258	217632
959	102386	217570
960	102494	217467
961	102589	217337
962	102681	217198
963	102782	217081
964	102888	216971
965	102969	216811
966	103063	216677
967	103149	216527
968	103256	216422
969	103426	216448
970	103605	216493
971	103703	216368
972	103813	216270
973	103914	216150
974	104003	216007
975	104091	215862
976	104170	215698
977	104283	215603
978	104415	215550
979	104520	215439
980	104650	215382
981	104753	215266
982	104850	215139
983	104969	215060
984	105068	214937
985	105171	214823
986	105263	214685
987	105364	214568
988	105459	214438
989	105559	214318
990	105669	214217
991	105760	214079
992	105869	213977
993	105966	213852
994	106064	213727
995	106162	213604
996	106261	213483
997	106386	213412
998	106501	213322
999	106592	213185
1000	106686	213053
1001	106764	212888
1002	106861	212763
1003	106963	212648
1004	107062	212527
1005	107171	212424
1006	107267	212298
1007	107372	212188
1008	107487	212098
1009	107588	211980
1010	107682	211849
1011	107770	211707
1012	107869	211586
1013	107953	211436
1014	108046	211302
1015	108143	211178
1016	108245	211063
1017	108339	210931
1018	108453	210841
1019	108564	210742
1020	108667	210628
1021	108737	210452
1022	108817	210294
1023	108915	210172
1024	109009	210043
1025	109097	209900
1026	109196	209780
1027	109308	209684
1028	109563	209864
1029	109670	209758
1030	109763	209625
1031	109858	209497
1032	109979	209419
1033	110073	209289
1034	110158	209141
1035	110248	209003
1036	110360	208908
1037	110460	208788
1038	110547	208645
1039	110659	208551
1040	110757	208427
1041	110854	208303
1042	110956	208189
1043	111048	208056
1044	111145	207932
1045	111242	207808
1046	111348	207701
1047	111453	207593
1048	111534	207440
1049	111621	207297
1050	111720	207176
1051	111819	207056
1052	111922	206944
1053	112039	206859
1054	112147	206755
1055	112262	206664
1056	112381	206581
1057	112500	206498
1058	112605	206389
1059	112703	206269
1060	112791	206129
1061	112884	205997
1062	112999	205907
1063	113084	205761
1064	113195	205664
1065	113304	205563
1066	113409	205454
1067	113515	205348
1068	113617	205234
1069	113725	205131
1070	113817	204999
1071	113904	204857
1072	114009	204748
1073	114107	204629
1074	114200	204497
1075	114296	204374
1076	114396	204256
1077	114498	204143
1078	114595	204021
1079	114699	203909
1080	114814	203818
1081	114917	203707
1082	115023	203600
1083	115118	203475
1084	115220	203362
1085	115381	203351
1086	115523	203309
1087	115637	203216
1088	115736	203097
1089	115866	203031
1090	115983	202945
1091	116098	202854
1092	116227	202786
1093	116343	202697
1094	116481	202646
1095	116599	202560
1096	116707	202455
1097	116788	202305
1098	116897	202203
1099	117001	202092
1100	117096	201967
1101	117191	201841
1102	117278	201702
1103	117364	201561
1104	117480	201470
1105	117596	201381
1106	117696	201264
1107	117797	201148
1108	117879	201000
1109	117964	200858
1110	118061	200737
1111	118155	200609
1112	118270	200518
1113	118362	200387
1114	118454	200257
1115	118559	200149
1116	118678	200064
1117	118785	199959
1118	118875	199825
1119	118970	199700
1120	119048	199546
1121	119136	199411
1122	119230	199283
1123	119320	199150
1124	119411	199018
1125	119522	198920
1126	119626	198811
1127	119709	198667
1128	119830	198585
1129	119923	198458
1130	120024	198343
1131	120118	198216
1132	120202	198074
1133	120294	197945
1134	120411	197856
1135	120518	197752
1136	120615	197630
1137	120699	197488
1138	120813	197396
1139	120915	197283
1140	121011	197160
1141	121108	197039
1142	121209	196925
1143	121336	196852
1144	121537	196901
1145	121647	196800
1146	121765	196714
1147	121866	196600
1148	121979	196504
1149	122074	196380
1150	122158	196239
1151	122247	196106
1152	122346	195987
1153	122447	195873
1154	122553	195767
1155	122648	195643
1156	122770	195563
1157	122888	195474
1158	122981	195349
1159	123075	195222
1160	123175	195106
1161	123271	194985
1162	123362	194856
1163	123463	194741
1164	123577	194648
1165	123688	194550
1166	123786	194430
1167	123873	194294
1168	123964	194165
1169	124061	194044
1170	124155	193919
1171	124237	193776
1172	124331	193652
1173	124428	193531
1174	124548	193448
1175	124660	193350
1176	124815	193321
1177	124913	193202
1178	125013	193086
1179	125114	192973
1180	125212	192854
1181	125310	192737
1182	125428	192649
1183	125534	192542
1184	125647	192447
1185	125753	192341
1186	125846	192214
1187	125946	192099
1188	126060	192006
1189	126145	191868
1190	126241	191747
1191	126326	191609
1192	126419	191484
1193	126507	191350
1194	126615	191247
1195	126710	191125
1196	126816	191019
1197	126915	190902
1198	127005	190773
1199	127189	190784
1200	127314	190706
1201	127425	190608
1202	127532	190503
1203	127641	190402
1204	127736	190279
1205	127822	190144
1206	127936	190050
1207	128035	189933
1208	128137	189821
1209	128226	189690
1210	128331	189583
1211	128415	189444
1212	128539	189365
1213	128656	189275
1214	128750	189151
1215	128845	189029
1216	128930	188893
1217	129026	188772
1218	129127	188659
1219	129219	188533
1220	129296	188385
1221	129393	188266
1222	129504	188168
1223	129607	188058
1224	129707	187943
1225	129819	187846
1226	129910	187719
1227	130012	187607
1228	130105	187483
1229	130189	187346
1230	130280	187218
1231	130384	187110
1232	130483	186994
1233	130583	186880
1234	130674	186753
1235	130775	186640
1236	130884	186539
1237	130990	186433
1238	131090	186320
1239	131177	186187
1240	131271	186065
1241	131363	185940
1242	131453	185811
1243	131539	185677
1244	131638	185562
1245	131740	185451
1246	131830	185324
1247	131920	185195
1248	132045	185117
1249	132136	184990
1250	132248	184893
1251	132332	184757
1252	132425	184634
1253	132543	184545
1254	132645	184435
1255	132819	184425
1256	132954	184359
1257	133058	184251
1258	133168	184150
1259	133259	184025
1260	133360	183913
1261	133467	183808
1262	133559	183684
1263	133677	183594
1264	133780	183486
1265	133867	183354
1266	133967	183240
1267	134059	183116
1268	134161	183005
1269	134260	182889
1270	134347	182759
1271	134449	182648
1272	134567	182559
1273	134696	182485
1274	134831	182418
1275	134937	182313
1276	135030	182190
1277	135126	182071
1278	135236	181971
1279	135348	181874
1280	135444	181756
1281	135535	181630
1282	135637	181519
1283	135737	181405
1284	135850	181310
1285	135946	181192
1286	136036	181065
1287	136134	180948
1288	136230	180831
1289	136346	180737
1290	136448	180627
1291	136550	180517
1292	136648	180400
1293	136787	180339
1294	136897	180240
1295	136990	180116
1296	137084	179995
1297	137182	179880
1298	137292	179780
1299	137382	179654
1300	137485	179545
1301	137581	179426
1302	137673	179302
1303	137777	179195
1304	137867	179069
1305	137962	178949
1306	138060	178833
1307	138154	178712
1308	138293	178651
1309	138397	178543
1310	138489	178419
1311	138646	178380
1312	138776	178306
1313	138868	178182
1314	138975	178079
1315	139091	177986
1316	139194	177877
1317	139297	177768
1318	139411	177673
1319	139514	177564
1320	139627	177467
1321	139747	177380
1322	139841	177259
1323	139956	177165
1324	140052	177048
1325	140135	176913
1326	140224	176786
1327	140305	176649
1328	140405	176537
1329	140499	176416
1330	140614	176322
1331	140697	176188
1332	140784	176059
1333	140886	175949
1334	140995	175848
1335	141089	175727
1336	141186	175611
1337	141285	175497
1338	141389	175390
1339	141487	175275
1340	141580	175153
1341	141666	175024
1342	141758	174902
1343	141881	174818
1344	141994	174722
1345	142085	174597
1346	142202	174507
1347	142316	174412
1348	142447	174336
1349	142551	174229
1350	142625	174085
1351	142714	173959
1352	142811	173843
1353	142934	173759
1354	143050	173666
1355	143156	173561
1356	143257	173450
1357	143357	173337
1358	143465	173234
1359	143573	173132
1360	143682	173030
1361	143782	172918
1362	143873	172796
1363	143947	172652
1364	144059	172554
1365	144134	172412
1366	144235	172301
1367	144430	172303
1368	144573	172242
1369	144680	172138
1370	144837	172093
1371	144964	172013
1372	145075	171914
1373	145165	171789
1374	145257	171668
1375	145353	171550
1376	145453	171439
1377	145548	171320
1378	145646	171205
1379	145755	171104
1380	145875	171015
1381	145987	170917
1382	146078	170794
1383	146165	170667
1384	146269	170560
1385	146371	170449
1386	146487	170356
1387	146591	170249
1388	146679	170122
1389	146775	170006
1390	146878	169897
1391	146985	169793
1392	147092	169689
1393	147177	169560
1394	147275	169446
1395	147365	169323
1396	147455	169199
1397	147538	169067
1398	147617	168931
1399	147722	168825
1400	147820	168711
1401	147921	168601
1402	148008	168473
1403	148106	168360
1404	148201	168242
1405	148328	168162
1406	148429	168051
1407	148534	167944
1408	148651	167852
1409	148744	167733
1410	148838	167614
1411	148934	167498
1412	149026	167377
1413	149114	167252
1414	149219	167146
1415	149330	167048
1416	149430	166936
1417	149553	166850
1418	149665	166751
1419	149773	166649
1420	149890	166556
1421	149988	166442
1422	150076	166318
1423	150282	166323
1424	150396	166227
1425	150505	166126
1426	150614	166023
1427	150738	165939
1428	150859	165850
1429	150963	165743
1430	151059	165627
1431	151145	165500
1432	151255	165399
1433	151352	165284
1434	151440	165160
1435	151541	165049
1436	151635	164930
1437	151732	164816
1438	151825	164697
1439	151950	164612
1440	152047	164498
1441	152138	164377
1442	152232	164258
1443	152322	164136
1444	152429	164033
1445	152536	163929
1446	152630	163811
1447	152723	163692
1448	152822	163580
1449	152932	163479
1450	153047	163384
1451	153154	163279
1452	153264	163179
1453	153361	163065
1454	153471	162964
1455	153546	162826
1456	153643	162712
1457	153744	162601
1458	153837	162483
1459	153958	162394
1460	154066	162291
1461	154184	162199
1462	154284	162087
1463	154397	161991
1464	154492	161874
1465	154596	161767
1466	154711	161671
1467	154801	161549
1468	154921	161459
1469	155027	161354
1470	155119	161235
1471	155207	161112
1472	155307	161000
1473	155393	160875
1474	155490	160761
1475	155591	160650
1476	155676	160525
1477	155780	160418
1478	155884	160311
1479	155991	160207
1480	156091	160096
1481	156190	159984
1482	156364	159948
1483	156488	159862
1484	156555	159718
1485	156652	159604
1486	156735	159475
1487	156846	159376
1488	156951	159270
1489	157035	159142
1490	157132	159029
1491	157213	158899
1492	157308	158783
1493	157403	158668
1494	157507	158560
1495	157608	158451
1496	157696	158328
1497	157777	158199
1498	157877	158088
1499	157980	157980
1500	158073	157862
1501	158172	157751
1502	158288	157656
1503	158421	157579
1504	158561	157508
1505	158708	157443
1506	158809	157334
1507	158956	157270
1508	159069	157172
1509	159156	157048
1510	159257	156938
1511	159365	156835
1512	159483	156743
1513	159590	156639
1514	159697	156535
1515	159788	156415
1516	159888	156305
1517	159983	156189
1518	160069	156065
1519	160161	155946
1520	160250	155825
1521	160343	155707
1522	160441	155595
1523	160530	155474
1524	160640	155373
1525	160733	155256
1526	160823	155136
1527	160916	155019
1528	161015	154907
1529	161115	154796
1530	161211	154682
1531	161300	154562
1532	161386	154438
1533	161478	154319
1534	161550	154183
1535	161629	154052
1536	161725	153939
1537	161826	153829
1538	161937	153729
1539	162034	153617
1540	162137	153509
1541	162356	153512
1542	162476	153420
1543	162569	153304
1544	162653	153178
1545	162735	153051
1546	162817	152924
1547	162917	152814
1548	163016	152703
1549	163120	152596
1550	163231	152496
1551	163332	152387
1552	163424	152269
1553	163500	152137
1554	163598	152025
1555	163692	151909
1556	163781	151790
1557	163863	151662
1558	163962	151552
1559	164122	151497
1560	164231	151396
1561	164353	151306
1562	164448	151192
1563	164543	151076
1564	164646	150969
1565	164732	150847
1566	164845	150749
1567	164960	150652
1568	165049	150532
1569	165149	150422
1570	165262	150324
1571	165360	150213
1572	165452	150095
1573	165534	149970
1574	165615	149842
1575	165707	149725
1576	165808	149616
1577	165907	149506
1578	166001	149390
1579	166104	149284
1580	166206	149175
1581	166298	149059
1582	166398	148948
1583	166499	148840
1584	166584	148717
1585	166670	148594
1586	166758	148475
1587	166834	148344
1588	166909	148212
1589	166992	148087
1590	167090	147976
1591	167192	147868
1592	167265	147735
1593	167355	147617
1594	167441	147495
1595	167538	147383
1596	167626	147263
1597	167749	147174
1598	167870	147083
1599	167998	146998
1600	168106	146895
1601	168237	146813
1602	168338	146705
1603	168425	146584
1604	168502	146455
1605	168603	146347
1606	168682	146219
1607	168765	146095
1608	168844	145967
1609	168983	145892
1610	169129	145822
1611	169246	145728
1612	169353	145625
1613	169464	145525
1614	169558	145410
1615	169665	145307
1616	169763	145196
1617	169848	145074
1618	169931	144950
1619	170012	144825
1620	170094	144701
1621	170189	144587
1622	170281	144471
1623	170356	144341
1624	170434	144213
1625	170531	144102
1626	170642	144002
1627	170790	143933
1628	170890	143825
1629	170999	143723
1630	171088	143605
1631	171175	143485
1632	171245	143351
1633	171329	143228
1634	171416	143109
1635	171519	143002
1636	171617	142892
1637	171711	142778
1638	171801	142661
1639	171903	142554
1640	172002	142444
1641	172106	142339
1642	172205	142229
1643	172323	142135
1644	172429	142031
1645	172545	141935
1646	172648	141829
1647	172746	141719
1648	172841	141606
1649	172938	141494
1650	173025	141375
1651	173129	141270
1652	173217	141151
1653	173309	141036
1654	173402	140922
1655	173495	140807
1656	173600	140703
1657	173706	140599
1658	173797	140483
1659	173891	140370
1660	173992	140262
1661	174079	140143
1662	174164	140022
1663	174273	139921
1664	174391	139827
