iter	Huber:delta=0.5
1511	0.1117338669
1512	0.1117239603
1513	0.1117201229
1514	0.1117086398
1515	0.1117013479
1516	0.1116854592
1517	0.1116770567
1518	0.1116681605
1519	0.1116597572
1520	0.1116485475
1521	0.1116413251
1522	0.1116347727
1523	0.1116218137
1524	0.1116103256
1525	0.1116062284
1526	0.1116045177
1527	0.1115983695
1528	0.1115831951
1529	0.1115765554
1530	0.1115739531
1531	0.1115639482
1532	0.1115544786
1533	0.1115499848
1534	0.1115479515
1535	0.111544909
1536	0.1115332674
1537	0.1115234924
1538	0.111514204
1539	0.1115086446
1540	0.1114991974
1541	0.111488141
1542	0.1114786582
1543	0.1114703421
1544	0.1114636555
1545	0.1114565296
1546	0.1114498798
1547	0.1114391619
1548	0.1114364031
1549	0.1114188425
1550	0.1114159251
1551	0.1114104716
1552	0.1114035624
1553	0.111403382
1554	0.1113897705
1555	0.1113832943
1556	0.1113750598
1557	0.1113679512
1558	0.1113550248
1559	0.1113465131
1560	0.1113374269
1561	0.1113309839
1562	0.1113227611
1563	0.1113136376
1564	0.1113051779
1565	0.1113034933
1566	0.1112951086
1567	0.1112935537
1568	0.1112828948
1569	0.111272749
1570	0.1112643008
1571	0.1112598585
1572	0.1112538152
1573	0.1112487204
1574	0.1112405333
1575	0.1112360795
1576	0.1112267201
1577	0.1112122279
1578	0.1112025649
1579	0.111191419
1580	0.1111815684
1581	0.1111750309
1582	0.1111718603
1583	0.1111641549
1584	0.1111620072
1585	0.1111428577
1586	0.1111360496
1587	0.1111229867
1588	0.1111215034
1589	0.1111167993
1590	0.1111102025
1591	0.1111035012
1592	0.1110942768
1593	0.1110893073
1594	0.1110809465
1595	0.1110767394
1596	0.1110717352
1597	0.1110569432
1598	0.111052967
1599	0.1110458167
1600	0.1110381991
1601	0.1110345366
1602	0.1110227148
1603	0.111013744
1604	0.1110063531
1605	0.1110019996
1606	0.1109951615
1607	0.1109920664
1608	0.1109888522
1609	0.110981767
1610	0.1109789148
1611	0.1109736409
1612	0.1109617798
1613	0.1109561621
1614	0.1109545828
1615	0.1109468093
1616	0.1109362451
1617	0.1109206969
1618	0.1109138026
1619	0.1109037794
1620	0.1109026258
1621	0.1108939875
1622	0.1108848344
1623	0.1108820638
1624	0.1108804357
1625	0.1108690659
1626	0.1108560971
1627	0.1108532682
1628	0.1108417698
1629	0.1108289023
1630	0.1108199974
1631	0.1108142916
1632	0.1108030615
1633	0.1107899507
1634	0.1107808126
1635	0.1107749724
1636	0.1107674518
1637	0.1107621728
1638	0.1107578825
1639	0.1107449031
1640	0.1107297618
1641	0.1107180242
1642	0.1107114025
1643	0.1106974645
1644	0.1106846072
1645	0.1106811451
1646	0.1106769545
1647	0.1106667775
1648	0.1106573291
1649	0.1106506703
1650	0.1106452405
1651	0.1106377641
1652	0.1106330067
1653	0.1106217418
1654	0.1106167039
1655	0.1106079315
1656	0.1105999826
1657	0.1105984153
1658	0.1105921334
1659	0.1105890182
1660	0.1105720159
1661	0.110566873
1662	0.1105608075
1663	0.1105580511
1664	0.1105554499
1665	0.1105497834
1666	0.1105428913
1667	0.1105416263
1668	0.1105387196
1669	0.1105304089
1670	0.110530162
1671	0.110522317
1672	0.1105161274
1673	0.1105091548
1674	0.1105002928
1675	0.1104978643
1676	0.1104914329
1677	0.1104863145
1678	0.1104789793
1679	0.1104788639
1680	0.1104778057
1681	0.1104696779
1682	0.110460146
1683	0.1104529527
1684	0.1104412404
1685	0.1104300791
1686	0.1104231059
1687	0.1104150256
1688	0.1104105927
1689	0.1104061331
1690	0.1103976834
1691	0.11038239
1692	0.1103749837
1693	0.1103739225
1694	0.1103644687
1695	0.11035287
1696	0.1103450327
1697	0.1103427787
1698	0.1103336167
1699	0.1103217285
1700	0.1103104165
1701	0.1103062674
1702	0.1103005663
1703	0.1102911337
1704	0.1102815528
1705	0.1102814603
1706	0.1102729584
1707	0.1102640938
1708	0.1102560691
1709	0.1102536689
1710	0.1102449507
1711	0.1102380973
1712	0.1102328239
1713	0.110227141
1714	0.1102149291
1715	0.1102073292
1716	0.1102023889
1717	0.110195683
1718	0.11018769
1719	0.1101838157
1720	0.1101778123
1721	0.1101700503
1722	0.1101628751
1723	0.1101594162
1724	0.1101543278
1725	0.1101474035
1726	0.1101429833
1727	0.1101293624
1728	0.1101176615
1729	0.1101064212
1730	0.1100927599
1731	0.1100837299
1732	0.1100793354
1733	0.1100751493
1734	0.1100579959
1735	0.1100443508
1736	0.1100373381
1737	0.1100309337
1738	0.1100218303
1739	0.1100119142
1740	0.1100041095
1741	0.1099961557
1742	0.1099946799
1743	0.1099869201
1744	0.1099808857
1745	0.1099693734
1746	0.1099601045
1747	0.1099586986
1748	0.1099517681
1749	0.1099444028
1750	0.1099408058
1751	0.1099353985
1752	0.1099287904
1753	0.1099201168
1754	0.1099184082
1755	0.1099099109
1756	0.1099041802
1757	0.109898813
1758	0.1098924406
1759	0.1098799439
1760	0.1098684904
1761	0.1098616293
1762	0.1098527026
1763	0.1098425354
1764	0.1098348282
1765	0.1098264592
1766	0.1098215791
1767	0.1098181608
1768	0.1098135758
1769	0.1098063139
1770	0.1098008419
1771	0.1097971502
1772	0.1097948048
1773	0.109784686
1774	0.1097747932
1775	0.1097679447
1776	0.1097653627
1777	0.109753738
1778	0.1097432817
1779	0.1097360414
1780	0.1097267612
1781	0.1097228337
1782	0.1097216653
1783	0.109710479
1784	0.1097078067
1785	0.1097024325
1786	0.1096932394
1787	0.1096859791
1788	0.1096789588
1789	0.1096763527
1790	0.1096667852
1791	0.1096589195
1792	0.1096523331
1793	0.1096428746
1794	0.1096310304
1795	0.1096277053
1796	0.1096224074
1797	0.1096163611
1798	0.1096117288
1799	0.1096012382
1800	0.1095928363
1801	0.1095832042
1802	0.1095772851
1803	0.1095693406
1804	0.1095623162
1805	0.1095542125
1806	0.1095482972
1807	0.1095410688
1808	0.1095319759
1809	0.1095245637
1810	0.1095157307
1811	0.1095044817
1812	0.109493712
1813	0.1094834497
1814	0.1094763225
1815	0.1094703012
1816	0.1094700251
1817	0.1094613733
1818	0.1094573393
1819	0.1094477967
1820	0.1094413171
1821	0.109437885
1822	0.1094319944
1823	0.1094262221
1824	0.109418903
1825	0.1094116221
1826	0.1094079741
1827	0.1093988582
1828	0.1093928268
1829	0.1093854444
1830	0.1093784219
1831	0.1093658993
1832	0.1093572867
1833	0.1093511509
1834	0.1093419908
1835	0.1093314911
1836	0.1093249402
1837	0.1093167509
1838	0.1093033111
1839	0.1092940848
1840	0.1092790759
1841	0.1092722479
1842	0.1092671141
1843	0.1092600418
1844	0.109248744
1845	0.1092379383
1846	0.1092262505
1847	0.1092156646
1848	0.1092065037
1849	0.1092004502
1850	0.1091928838
1851	0.1091852683
1852	0.1091828452
1853	0.1091755299
1854	0.1091752808
1855	0.1091678694
1856	0.1091607524
1857	0.1091559501
1858	0.109148221
1859	0.1091465076
1860	0.1091390164
1861	0.1091289375
1862	0.1091258036
1863	0.1091174468
1864	0.1091044604
1865	0.10909632
1866	0.1090847228
1867	0.1090825996
1868	0.1090756383
1869	0.1090645469
1870	0.1090588614
1871	0.1090517202
1872	0.1090468543
1873	0.1090328764
1874	0.1090236345
1875	0.1090173098
1876	0.1090121559
1877	0.1090057577
1878	0.1089950319
1879	0.1089888198
1880	0.1089809565
1881	0.1089740665
1882	0.1089603234
1883	0.1089535447
1884	0.1089494463
1885	0.1089424625
1886	0.10893401
1887	0.1089263037
1888	0.1089256089
1889	0.108923169
1890	0.1089160481
1891	0.1089038751
1892	0.1088974395
1893	0.108889149
1894	0.1088797743
1895	0.1088722514
1896	0.1088707761
1897	0.1088599667
1898	0.1088553903
1899	0.1088467186
1900	0.1088427423
1901	0.1088346741
1902	0.1088301736
1903	0.1088211598
1904	0.1088140856
1905	0.1088127969
1906	0.1088117593
1907	0.108806872
1908	0.1088011848
1909	0.1087991009
1910	0.1087944623
1911	0.1087887423
1912	0.1087759096
1913	0.1087653989
1914	0.1087585303
1915	0.1087488404
1916	0.1087370359
1917	0.1087331992
1918	0.1087203703
1919	0.1087118378
1920	0.108706505
1921	0.1087007932
1922	0.1086941844
1923	0.1086897286
1924	0.1086823321
1925	0.108677545
1926	0.108667694
1927	0.1086566418
1928	0.1086439775
1929	0.1086333653
1930	0.1086280221
1931	0.1086231271
1932	0.1086167761
1933	0.1086007205
1934	0.1085963197
1935	0.1085826563
1936	0.1085747895
1937	0.1085678803
1938	0.1085612612
1939	0.1085550316
1940	0.1085528098
1941	0.1085492309
1942	0.1085415183
1943	0.1085357991
1944	0.10852967
1945	0.1085224131
1946	0.1085163799
1947	0.1085081281
1948	0.1085016499
1949	0.108494944
1950	0.1084848355
1951	0.1084749525
1952	0.1084676606
1953	0.1084620512
1954	0.1084619692
1955	0.1084528674
1956	0.1084410187
1957	0.1084394576
1958	0.108428595
1959	0.1084208963
1960	0.1084169138
1961	0.1084127464
1962	0.108403483
1963	0.1083978638
1964	0.1083898617
1965	0.1083832039
1966	0.1083752206
1967	0.1083663195
1968	0.1083589437
1969	0.1083492208
1970	0.1083370516
1971	0.1083329535
1972	0.1083302181
1973	0.1083248489
1974	0.1083167654
1975	0.1083082476
1976	0.1083020436
1977	0.1082928429
1978	0.1082862527
1979	0.1082761053
1980	0.108270637
1981	0.108262198
1982	0.1082563026
1983	0.108250814
1984	0.1082442334
1985	0.1082428677
1986	0.108234095
1987	0.1082292547
1988	0.1082235075
1989	0.1082163616
1990	0.108210972
1991	0.1082036583
1992	0.1081945973
1993	0.108187362
1994	0.1081831935
1995	0.1081791455
1996	0.1081789807
1997	0.108173294
1998	0.1081644676
1999	0.1081609225
2000	0.1081554395
2001	0.1081463427
2002	0.1081418771
2003	0.1081377427
2004	0.1081269034
2005	0.108120752
2006	0.1081159829
2007	0.1081087499
2008	0.1081024859
2009	0.1080911211
2010	0.108084338
2011	0.1080774614
2012	0.1080762854
2013	0.1080751407
2014	0.1080581146
2015	0.108051468
2016	0.1080513477
2017	0.1080423062
2018	0.1080285872
2019	0.1080254958
2020	0.1080233373
2021	0.1080137217
2022	0.1080101999
2023	0.1079944302
2024	0.1079878315
2025	0.1079759994
2026	0.1079758711
2027	0.107972423
2028	0.1079630641
2029	0.1079590614
2030	0.1079525931
2031	0.1079479179
2032	0.1079413494
2033	0.1079383143
2034	0.1079363465
2035	0.1079310555
2036	0.1079206056
2037	0.1079148168
2038	0.1079096282
2039	0.1079010691
2040	0.1078944519
2041	0.1078888225
2042	0.1078886299
2043	0.1078737611
2044	0.1078682014
2045	0.1078676655
2046	0.1078613897
2047	0.1078503324
2048	0.1078436738
2049	0.1078393284
2050	0.107834865
2051	0.1078271047
2052	0.1078223863
2053	0.1078169098
2054	0.1078127211
2055	0.1078054138
2056	0.1077974793
2057	0.1077973216
2058	0.1077884586
2059	0.1077772571
2060	0.1077692619
2061	0.1077629079
2062	0.1077574087
2063	0.1077498647
2064	0.1077419578
2065	0.1077362105
2066	0.1077315734
2067	0.1077297916
2068	0.1077225437
2069	0.1077098022
2070	0.1077005397
2071	0.1076954172
2072	0.107692172
2073	0.1076866106
2074	0.1076809864
2075	0.1076725609
2076	0.1076640456
2077	0.107658524
2078	0.107653371
2079	0.1076455699
2080	0.1076412106
2081	0.1076298098
2082	0.1076231118
2083	0.1076199994
2084	0.1076138796
2085	0.1076082847
2086	0.1076021499
2087	0.1075963907
2088	0.1075925461
2089	0.1075862474
2090	0.1075789966
2091	0.1075702226
2092	0.1075677117
2093	0.1075579255
2094	0.1075490115
2095	0.1075439507
2096	0.1075309302
2097	0.1075215122
2098	0.1075079833
2099	0.1075037836
2100	0.1074987631
2101	0.1074871746
2102	0.1074793682
2103	0.1074724478
2104	0.1074640037
2105	0.1074572472
2106	0.1074571435
2107	0.1074489754
2108	0.1074482258
2109	0.1074373491
2110	0.1074265991
2111	0.1074214305
2112	0.1074146146
2113	0.1074112051
2114	0.1074007214
2115	0.1073967489
2116	0.1073914193
2117	0.1073866103
2118	0.1073842586
2119	0.1073747583
2120	0.1073729411
2121	0.1073668341
2122	0.1073616757
2123	0.1073526396
2124	0.1073508801
2125	0.1073484301
2126	0.1073408046
2127	0.1073355892
2128	0.107327115
2129	0.1073206304
2130	0.1073134022
2131	0.1073065953
2132	0.1073022012
2133	0.10729571
2134	0.1072904161
2135	0.1072794083
2136	0.1072729019
2137	0.107263198
2138	0.1072485557
2139	0.1072434113
2140	0.1072353075
2141	0.1072245128
2142	0.1072175955
2143	0.1072113953
2144	0.1072045123
2145	0.107197483
2146	0.1071938725
2147	0.1071855481
2148	0.107181857
2149	0.1071719553
2150	0.1071669161
2151	0.1071565495
2152	0.1071540429
2153	0.1071469974
2154	0.1071417002
2155	0.1071343036
2156	0.107129771
2157	0.1071198918
2158	0.1071185639
2159	0.1071073778
2160	0.107103018
2161	0.1070915989
2162	0.1070846515
2163	0.1070780856
2164	0.1070698788
2165	0.1070653891
2166	0.1070540398
2167	0.1070536467
2168	0.1070398825
2169	0.1070364732
2170	0.1070295951
2171	0.1070229083
2172	0.107022819
2173	0.107022757
2174	0.1070120541
2175	0.1070049836
2176	0.1069974492
2177	0.1069951156
2178	0.1069867272
2179	0.106984892
2180	0.1069762515
2181	0.1069674604
2182	0.1069639625
2183	0.1069638568
2184	0.1069547092
2185	0.1069509128
2186	0.1069439645
2187	0.1069367521
2188	0.1069284818
2189	0.1069207873
2190	0.1069146251
2191	0.1069091582
2192	0.106898937
2193	0.106892112
2194	0.1068807588
2195	0.1068712251
2196	0.1068683327
2197	0.1068622538
2198	0.1068548712
2199	0.1068476056
2200	0.1068396391
2201	0.1068377495
2202	0.1068310149
2203	0.1068263588
2204	0.1068214449
2205	0.1068107737
2206	0.106803884
2207	0.1067957262
2208	0.1067884727
2209	0.1067831493
2210	0.1067760692
2211	0.106771982
2212	0.1067677194
2213	0.1067633496
2214	0.1067553407
2215	0.1067472261
2216	0.1067417638
2217	0.1067343082
2218	0.1067265663
2219	0.1067171129
2220	0.1067090828
2221	0.106705718
2222	0.1067039031
2223	0.1066987696
2224	0.1066970092
2225	0.1066891796
2226	0.1066841396
2227	0.1066794707
2228	0.1066705696
2229	0.1066647866
2230	0.1066572347
2231	0.106649235
2232	0.1066387562
2233	0.1066259952
2234	0.1066232555
2235	0.1066176735
2236	0.1066126685
2237	0.1066073762
2238	0.1066001055
2239	0.1065936078
2240	0.1065870725
2241	0.106574519
2242	0.1065671492
2243	0.1065588173
2244	0.1065515323
2245	0.1065432341
2246	0.106531682
2247	0.1065276462
2248	0.1065169069
2249	0.1065072844
2250	0.1065065564
2251	0.1065002548
2252	0.1064931631
2253	0.1064885485
2254	0.1064801532
2255	0.1064758778
2256	0.106469125
2257	0.1064638392
2258	0.1064580399
2259	0.1064537147
2260	0.1064528798
2261	0.1064517025
2262	0.1064440533
2263	0.1064365042
2264	0.1064333489
2265	0.1064265368
2266	0.106416518
2267	0.1064131066
2268	0.1064055477
2269	0.1063996559
2270	0.106397847
2271	0.1063903446
2272	0.1063854209
2273	0.1063801925
2274	0.1063691361
2275	0.1063667233
2276	0.1063618665
2277	0.1063532801
2278	0.1063475512
2279	0.1063421299
2280	0.1063341027
2281	0.1063256637
2282	0.1063201651
2283	0.1063162384
2284	0.1063126323
2285	0.1063091498
2286	0.1062990031
2287	0.1062895338
2288	0.1062801161
2289	0.1062747232
2290	0.1062691059
2291	0.1062635262
2292	0.1062577872
2293	0.1062538646
2294	0.1062441785
2295	0.1062357609
2296	0.1062279157
2297	0.106221709
2298	0.1062173987
2299	0.1062117002
2300	0.1062092029
2301	0.106198399
2302	0.1061883309
2303	0.1061834365
2304	0.10618185
2305	0.106173954
2306	0.1061674036
2307	0.1061625744
2308	0.1061588305
2309	0.1061525631
2310	0.1061474917
2311	0.1061474165
2312	0.1061388395
2313	0.1061345526
2314	0.1061289928
2315	0.1061280827
2316	0.1061263123
2317	0.1061197131
2318	0.1061143926
2319	0.1061058507
2320	0.1061005201
2321	0.1060959906
2322	0.1060883079
2323	0.1060853177
2324	0.1060795597
2325	0.1060686867
2326	0.1060594654
2327	0.1060528744
2328	0.1060484608
2329	0.1060401357
2330	0.1060386539
2331	0.1060317224
2332	0.1060276049
2333	0.1060244527
2334	0.1060201672
2335	0.1060156033
2336	0.1060075814
2337	0.1059992901
2338	0.1059910335
2339	0.1059865269
2340	0.1059758516
2341	0.1059679818
2342	0.1059678302
2343	0.105967669
2344	0.1059652238
2345	0.1059591335
2346	0.105958133
2347	0.1059508483
2348	0.1059425584
2349	0.105929321
2350	0.1059228203
2351	0.1059156837
2352	0.1059112069
2353	0.1059095458
2354	0.1059011966
2355	0.1059004727
2356	0.1058914691
2357	0.1058911727
2358	0.1058853996
2359	0.1058811277
2360	0.1058766059
2361	0.1058694153
2362	0.1058651593
2363	0.1058591349
2364	0.1058489163
2365	0.1058461889
2366	0.1058404371
2367	0.1058378625
2368	0.1058334769
2369	0.105827206
2370	0.1058224425
2371	0.1058176625
2372	0.1058078395
2373	0.1058008432
2374	0.1057975136
2375	0.1057925155
2376	0.105787778
2377	0.1057831774
2378	0.1057745859
2379	0.105771416
2380	0.105771264
2381	0.1057678561
2382	0.1057630881
2383	0.1057584409
2384	0.1057527936
2385	0.1057473305
2386	0.1057467421
2387	0.1057423318
2388	0.1057398975
2389	0.1057350244
2390	0.105719403
2391	0.105719189
2392	0.1057124164
2393	0.1057060394
2394	0.1057029801
2395	0.1056920898
2396	0.1056870995
2397	0.1056839141
2398	0.1056795825
2399	0.105668307
2400	0.1056681591
2401	0.1056615083
2402	0.1056566341
2403	0.1056528767
2404	0.1056508858
2405	0.1056459819
2406	0.1056380093
2407	0.1056348498
2408	0.1056321794
2409	0.105628795
2410	0.1056189244
2411	0.1056104612
2412	0.1055975378
2413	0.1055898086
2414	0.1055811362
2415	0.1055736326
2416	0.1055685398
2417	0.1055583314
2418	0.1055523547
2419	0.10554988
2420	0.1055419524
2421	0.1055306673
2422	0.1055261589
2423	0.1055260369
2424	0.1055189609
2425	0.1055148617
2426	0.1055070798
2427	0.1055056173
2428	0.1054948633
2429	0.1054859853
2430	0.1054801628
2431	0.1054758702
2432	0.1054701343
2433	0.1054655863
2434	0.1054572028
2435	0.1054568494
2436	0.1054521155
2437	0.1054457237
2438	0.1054428462
2439	0.1054374182
2440	0.1054340044
2441	0.1054315633
2442	0.1054281086
2443	0.1054212302
2444	0.1054137963
2445	0.105409591
2446	0.1054049308
2447	0.1053916283
2448	0.1053848579
2449	0.1053787976
2450	0.1053737458
2451	0.1053675977
2452	0.1053675543
2453	0.1053624439
2454	0.1053517791
2455	0.1053434853
2456	0.1053398648
2457	0.1053384416
2458	0.1053273587
2459	0.1053208082
2460	0.1053147344
2461	0.1053065013
2462	0.105299956
2463	0.1052923086
2464	0.1052855168
2465	0.1052792596
2466	0.1052713536
2467	0.1052638825
2468	0.1052571866
2469	0.1052536212
2470	0.1052485249
2471	0.1052418617
2472	0.1052371515
2473	0.1052278063
2474	0.1052225313
2475	0.1052224073
2476	0.1052143633
2477	0.1052102124
2478	0.1052039034
2479	0.1051970313
2480	0.1051943675
2481	0.105182719
2482	0.1051754895
2483	0.1051754193
2484	0.1051690275
2485	0.1051679577
2486	0.1051586807
2487	0.105152666
2488	0.1051461304
2489	0.1051420296
2490	0.1051343747
2491	0.1051274315
2492	0.1051186523
2493	0.1051185086
2494	0.1051153015
2495	0.1051089869
2496	0.1051048108
2497	0.1051005384
2498	0.1050956182
2499	0.1050897663
2500	0.105083156
2501	0.1050741629
2502	0.1050666162
2503	0.1050615074
2504	0.1050528789
2505	0.1050476649
2506	0.1050421516
2507	0.1050370631
2508	0.1050276376
2509	0.1050244178
2510	0.1050205304
2511	0.1050152804
2512	0.1050150981
2513	0.1050122169
2514	0.1050032895
2515	0.1050001318
2516	0.1049988061
2517	0.1049924008
2518	0.1049868516
2519	0.1049861545
2520	0.1049773279
2521	0.1049662527
2522	0.1049579478
2523	0.1049529616
2524	0.1049430349
2525	0.104931769
2526	0.1049238945
2527	0.1049200271
2528	0.1049139435
2529	0.1049121357
2530	0.1049081348
2531	0.1049078273
2532	0.1049041632
2533	0.1048969741
2534	0.1048906493
2535	0.1048836103
2536	0.1048715471
2537	0.104868764
2538	0.1048588411
2539	0.1048492201
2540	0.1048430134
2541	0.104842288
2542	0.1048385661
2543	0.1048376642
2544	0.1048303665
2545	0.1048253967
2546	0.1048182431
2547	0.1048179904
2548	0.1048174001
2549	0.1048171754
2550	0.104807317
2551	0.1048022751
2552	0.10479966
2553	0.104798405
2554	0.1047971702
2555	0.1047913871
2556	0.10478662
2557	0.1047820258
2558	0.1047725416
2559	0.1047672615
2560	0.1047623223
2561	0.1047566009
2562	0.1047467805
2563	0.1047365578
2564	0.1047309704
2565	0.1047298707
2566	0.1047243537
2567	0.1047238238
2568	0.1047188524
2569	0.1047176772
2570	0.1047090983
2571	0.1047019399
2572	0.1046977974
2573	0.1046909693
2574	0.1046846854
2575	0.1046786978
2576	0.1046686914
2577	0.1046599881
2578	0.1046568439
2579	0.1046498788
2580	0.1046445564
2581	0.1046440081
2582	0.1046403861
2583	0.1046341277
2584	0.1046280576
2585	0.1046193799
2586	0.1046167298
2587	0.1046089225
2588	0.1045991215
2589	0.1045911597
2590	0.1045873196
2591	0.1045831878
2592	0.1045768084
2593	0.1045718279
2594	0.1045629286
2595	0.1045596422
2596	0.1045524058
2597	0.1045473112
2598	0.1045405754
2599	0.1045341101
2600	0.1045291468
2601	0.1045241432
2602	0.1045148285
2603	0.1045077791
2604	0.1044981841
2605	0.1044915372
2606	0.104485003
2607	0.1044797461
2608	0.1044756863
2609	0.1044684228
2610	0.1044635968
2611	0.1044578064
2612	0.1044548942
2613	0.10444734
2614	0.1044423287
2615	0.1044316927
2616	0.1044253455
2617	0.1044199519
2618	0.1044148486
2619	0.1044102658
2620	0.1044039239
2621	0.1044037684
2622	0.1043949332
2623	0.1043903258
2624	0.1043863534
2625	0.1043806895
2626	0.1043750831
2627	0.1043723026
2628	0.1043673491
2629	0.1043624848
2630	0.1043534167
2631	0.1043482358
2632	0.1043415423
2633	0.1043411016
2634	0.1043354278
2635	0.1043352948
2636	0.1043306553
2637	0.1043235754
2638	0.1043176914
2639	0.1043145261
2640	0.1043076438
2641	0.1043043597
2642	0.1043009535
2643	0.1042959724
2644	0.1042892827
2645	0.1042809773
2646	0.1042731237
2647	0.1042710646
2648	0.1042707083
2649	0.1042635039
2650	0.1042582186
2651	0.1042526921
2652	0.1042457334
2653	0.1042386512
2654	0.1042324346
2655	0.1042283891
2656	0.104227722
2657	0.1042228524
2658	0.1042175832
2659	0.104210766
2660	0.1042059408
2661	0.1041987212
2662	0.1041889246
2663	0.1041815271
2664	0.1041744921
2665	0.1041702603
2666	0.1041644299
2667	0.1041577503
2668	0.104153432
2669	0.1041470235
2670	0.1041435123
2671	0.1041388598
2672	0.1041345759
2673	0.1041294517
2674	0.1041242288
2675	0.1041161669
2676	0.1041071036
2677	0.1040986789
2678	0.1040901984
2679	0.1040841572
2680	0.1040801599
2681	0.104077025
2682	0.1040689987
2683	0.1040613285
2684	0.1040553215
2685	0.1040517415
2686	0.1040438195
2687	0.1040412786
2688	0.1040346044
2689	0.1040285347
2690	0.1040230289
2691	0.1040138886
2692	0.104009445
2693	0.1040084639
2694	0.1040065671
2695	0.1040005513
2696	0.1039941727
2697	0.1039848409
2698	0.1039818429
2699	0.1039783996
2700	0.1039716579
2701	0.1039489142
2702	0.1039466774
2703	0.1039386496
2704	0.1039381186
2705	0.103927268
2706	0.1039186919
2707	0.1039141971
2708	0.1039072577
2709	0.1039023573
2710	0.1038993793
2711	0.1038963477
2712	0.1038897656
2713	0.1038819589
2714	0.103874521
2715	0.1038681601
2716	0.1038629182
2717	0.1038591425
2718	0.1038532914
2719	0.1038481859
2720	0.1038425586
2721	0.1038374435
2722	0.1038313629
2723	0.1038233519
2724	0.1038197793
2725	0.1038162076
2726	0.1038045904
2727	0.1037992328
2728	0.103792427
2729	0.1037846174
2730	0.103777004
2731	0.1037709112
2732	0.1037692725
2733	0.1037636503
2734	0.1037601354
2735	0.1037547038
2736	0.1037474008
2737	0.1037415416
2738	0.1037406712
2739	0.1037361794
2740	0.1037276784
2741	0.1037274446
2742	0.1037215262
2743	0.1037145118
2744	0.1037072142
2745	0.1037031667
2746	0.1037021305
2747	0.1036973128
2748	0.1036917239
2749	0.1036862477
2750	0.1036848982
2751	0.1036791771
2752	0.1036739297
2753	0.1036700993
2754	0.103665679
2755	0.1036594174
2756	0.1036481645
2757	0.1036417981
2758	0.1036338056
2759	0.1036276218
2760	0.1036253987
2761	0.103621337
2762	0.1036150615
2763	0.1036074362
2764	0.1036026437
2765	0.1036024287
2766	0.1035961301
2767	0.1035955
2768	0.1035885533
2769	0.1035858141
2770	0.1035814347
2771	0.1035739195
2772	0.103566217
2773	0.1035582744
2774	0.1035534357
2775	0.1035482497
2776	0.10353962
2777	0.1035315791
2778	0.1035215876
2779	0.1035116873
2780	0.1035067011
2781	0.1034998335
2782	0.1034920217
2783	0.1034863987
2784	0.1034819603
2785	0.1034708474
2786	0.1034640303
2787	0.1034573235
2788	0.103454836
2789	0.1034542907
2790	0.1034479614
2791	0.1034461692
2792	0.1034392392
2793	0.1034341024
2794	0.1034280947
2795	0.1034207708
2796	0.1034158288
2797	0.1034044786
2798	0.1034002703
2799	0.1033889053
2800	0.1033845494
2801	0.103377513
2802	0.1033773685
2803	0.1033771353
2804	0.1033678852
2805	0.1033601044
2806	0.1033563706
2807	0.1033503152
2808	0.103343923
2809	0.1033436143
2810	0.1033400265
2811	0.1033398496
2812	0.1033328716
2813	0.1033253876
2814	0.1033199311
2815	0.1033168003
2816	0.1033163083
2817	0.1033150327
2818	0.1033086995
2819	0.103304265
2820	0.1032988405
2821	0.1032897477
2822	0.1032834321
2823	0.1032789749
2824	0.1032751374
2825	0.1032664628
2826	0.1032592439
2827	0.1032560469
2828	0.103253282
2829	0.103253009
2830	0.1032425248
2831	0.1032360525
2832	0.1032319247
2833	0.1032317055
2834	0.1032314749
2835	0.1032313438
2836	0.1032279416
2837	0.1032226202
2838	0.1032150661
2839	0.1032119776
2840	0.1032079701
2841	0.1032002166
2842	0.1031967025
2843	0.1031925941
2844	0.1031866606
2845	0.1031859882
2846	0.1031858208
2847	0.1031783715
2848	0.1031765838
2849	0.1031707311
2850	0.1031655892
2851	0.1031597498
2852	0.1031526941
2853	0.1031476522
2854	0.1031433792
2855	0.1031378731
2856	0.1031323076
2857	0.1031250652
2858	0.1031208371
2859	0.1031168816
2860	0.1031131546
2861	0.1031061684
2862	0.1031012294
2863	0.1030976438
2864	0.1030974768
2865	0.1030960397
2866	0.103091633
2867	0.103087072
2868	0.1030812365
2869	0.1030777596
2870	0.1030755868
2871	0.1030670107
2872	0.1030611193
2873	0.1030599217
2874	0.1030520789
2875	0.103043037
2876	0.1030365817
2877	0.1030334085
2878	0.1030232605
2879	0.1030118703
2880	0.1030083264
2881	0.1030022274
2882	0.1029966902
2883	0.1029865551
2884	0.1029848778
2885	0.102980392
2886	0.1029726029
2887	0.102971585
2888	0.1029660539
2889	0.1029588032
2890	0.1029549321
2891	0.102949715
2892	0.1029449071
2893	0.1029398816
2894	0.1029349476
2895	0.1029308288
2896	0.1029233695
2897	0.102921062
2898	0.1029192198
2899	0.1029118765
2900	0.1029086718
2901	0.1028984597
2902	0.1028951001
2903	0.1028869003
2904	0.1028803425
2905	0.1028755024
2906	0.1028675106
2907	0.1028629191
2908	0.1028557846
2909	0.1028525456
2910	0.1028504479
2911	0.1028426963
2912	0.1028353823
2913	0.1028313318
2914	0.1028247521
2915	0.1028192388
2916	0.1028185628
2917	0.10281341
2918	0.1028067633
2919	0.1028026537
2920	0.1027963559
2921	0.1027936472
